TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  119.56   99.65    2.32  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
  129.99    2.67 -129.13   0.0003500
TEXTURE AT STRAIN =    0.6000
   1.819   2.357   0.217  <-- length of phase ellipsoid axes
  160.35    1.47  155.71  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
  137.41    2.77 -136.52   0.0003500
